processed_filename,FARFAR_filename,Library_filename,filename,score
ens-3727.pdb,S_336_000052.pdb,ens-3727.pdb,S_336_000052.pdb,-14.783
ens-2581.pdb,S_023_000028.pdb,ens-2581.pdb,S_023_000028.pdb,-26.456
ens-4086.pdb,S_081_000053.pdb,ens-4086.pdb,S_081_000053.pdb,-26.479
ens-7608.pdb,S_085_000073.pdb,ens-7608.pdb,S_085_000073.pdb,-5.128
ens-7052.pdb,S_139_000022.pdb,ens-7052.pdb,S_139_000022.pdb,-22.203
ens-3464.pdb,S_241_000123.pdb,ens-3464.pdb,S_241_000123.pdb,-23.956
ens-6423.pdb,S_182_000001.pdb,ens-6423.pdb,S_182_000001.pdb,-28.892
ens-6440.pdb,S_145_000092.pdb,ens-6440.pdb,S_145_000092.pdb,-16.387
ens-1196.pdb,S_027_000065.pdb,ens-1196.pdb,S_027_000065.pdb,-21.236
ens-5214.pdb,S_348_000025.pdb,ens-5214.pdb,S_348_000025.pdb,-19.878
ens-1464.pdb,S_039_000017.pdb,ens-1464.pdb,S_039_000017.pdb,-25.05
ens-3709.pdb,S_254_000047.pdb,ens-3709.pdb,S_254_000047.pdb,-12.427
ens-4346.pdb,S_191_000013.pdb,ens-4346.pdb,S_191_000013.pdb,-16.829
ens-9167.pdb,S_008_000027.pdb,ens-9167.pdb,S_008_000027.pdb,-19.044
ens-5100.pdb,S_258_000002.pdb,ens-5100.pdb,S_258_000002.pdb,-16.471
ens-5322.pdb,S_070_000085.pdb,ens-5322.pdb,S_070_000085.pdb,-27.942
ens-1620.pdb,S_270_000041.pdb,ens-1620.pdb,S_270_000041.pdb,-23.755
ens-3225.pdb,S_099_000049.pdb,ens-3225.pdb,S_099_000049.pdb,-16.957
ens-871.pdb,S_017_000090.pdb,ens-871.pdb,S_017_000090.pdb,-17.729
ens-4999.pdb,S_384_000060.pdb,ens-4999.pdb,S_384_000060.pdb,-16.448
ens-2954.pdb,S_189_000115.pdb,ens-2954.pdb,S_189_000115.pdb,-24.371
ens-5321.pdb,S_211_000062.pdb,ens-5321.pdb,S_211_000062.pdb,-27.163
ens-7465.pdb,S_250_000046.pdb,ens-7465.pdb,S_250_000046.pdb,-22.022
ens-1712.pdb,S_080_000041.pdb,ens-1712.pdb,S_080_000041.pdb,-26.548
ens-7273.pdb,S_392_000040.pdb,ens-7273.pdb,S_392_000040.pdb,-34.149
ens-3831.pdb,S_223_000012.pdb,ens-3831.pdb,S_223_000012.pdb,-25.553
ens-3122.pdb,S_069_000052.pdb,ens-3122.pdb,S_069_000052.pdb,-27.057
ens-1210.pdb,S_216_000016.pdb,ens-1210.pdb,S_216_000016.pdb,-25.272
ens-8398.pdb,S_322_000018.pdb,ens-8398.pdb,S_322_000018.pdb,-27.959
ens-9436.pdb,S_123_000011.pdb,ens-9436.pdb,S_123_000011.pdb,-13.061
ens-7418.pdb,S_341_000124.pdb,ens-7418.pdb,S_341_000124.pdb,-8.241
ens-2122.pdb,S_182_000081.pdb,ens-2122.pdb,S_182_000081.pdb,-26.534
ens-3027.pdb,S_167_000080.pdb,ens-3027.pdb,S_167_000080.pdb,-34.0
ens-5983.pdb,S_367_000009.pdb,ens-5983.pdb,S_367_000009.pdb,-31.317
ens-4696.pdb,S_327_000063.pdb,ens-4696.pdb,S_327_000063.pdb,-8.401
ens-6050.pdb,S_379_000046.pdb,ens-6050.pdb,S_379_000046.pdb,-19.214
ens-3598.pdb,S_030_000028.pdb,ens-3598.pdb,S_030_000028.pdb,-3.78
ens-3359.pdb,S_226_000028.pdb,ens-3359.pdb,S_226_000028.pdb,-5.489
ens-1409.pdb,S_011_000106.pdb,ens-1409.pdb,S_011_000106.pdb,-11.842
ens-9787.pdb,S_223_000125.pdb,ens-9787.pdb,S_223_000125.pdb,-18.787
ens-1057.pdb,S_356_000031.pdb,ens-1057.pdb,S_356_000031.pdb,-25.886
ens-901.pdb,S_114_000017.pdb,ens-901.pdb,S_114_000017.pdb,-34.651
ens-7514.pdb,S_247_000101.pdb,ens-7514.pdb,S_247_000101.pdb,-22.045
ens-9066.pdb,S_374_000046.pdb,ens-9066.pdb,S_374_000046.pdb,-24.686
ens-9991.pdb,S_084_000012.pdb,ens-9991.pdb,S_084_000012.pdb,-21.782
ens-6913.pdb,S_034_000040.pdb,ens-6913.pdb,S_034_000040.pdb,-15.628
ens-8937.pdb,S_110_000061.pdb,ens-8937.pdb,S_110_000061.pdb,-27.722
ens-9988.pdb,S_221_000097.pdb,ens-9988.pdb,S_221_000097.pdb,-7.544
ens-9054.pdb,S_315_000068.pdb,ens-9054.pdb,S_315_000068.pdb,-25.88
ens-1519.pdb,S_053_000005.pdb,ens-1519.pdb,S_053_000005.pdb,-21.556
ens-7860.pdb,S_336_000095.pdb,ens-7860.pdb,S_336_000095.pdb,-24.96
ens-8363.pdb,S_350_000026.pdb,ens-8363.pdb,S_350_000026.pdb,-28.946
ens-7060.pdb,S_218_000059.pdb,ens-7060.pdb,S_218_000059.pdb,-23.912
ens-9010.pdb,S_148_000096.pdb,ens-9010.pdb,S_148_000096.pdb,-31.489
ens-4470.pdb,S_315_000015.pdb,ens-4470.pdb,S_315_000015.pdb,-19.21
ens-6869.pdb,S_028_000038.pdb,ens-6869.pdb,S_028_000038.pdb,-4.656
ens-2024.pdb,S_001_000036.pdb,ens-2024.pdb,S_001_000036.pdb,-16.645
ens-7758.pdb,S_268_000109.pdb,ens-7758.pdb,S_268_000109.pdb,-1.752
ens-6571.pdb,S_195_000083.pdb,ens-6571.pdb,S_195_000083.pdb,-8.505
ens-4607.pdb,S_381_000015.pdb,ens-4607.pdb,S_381_000015.pdb,-22.544
ens-4069.pdb,S_189_000073.pdb,ens-4069.pdb,S_189_000073.pdb,-28.246
ens-3628.pdb,S_217_000030.pdb,ens-3628.pdb,S_217_000030.pdb,-17.487
ens-4846.pdb,S_362_000112.pdb,ens-4846.pdb,S_362_000112.pdb,-21.332
ens-9928.pdb,S_256_000085.pdb,ens-9928.pdb,S_256_000085.pdb,-20.859
ens-4485.pdb,S_360_000099.pdb,ens-4485.pdb,S_360_000099.pdb,-22.61
ens-9559.pdb,S_071_000078.pdb,ens-9559.pdb,S_071_000078.pdb,-0.35
ens-2366.pdb,S_038_000054.pdb,ens-2366.pdb,S_038_000054.pdb,-28.87
ens-2638.pdb,S_218_000011.pdb,ens-2638.pdb,S_218_000011.pdb,-21.263
ens-6132.pdb,S_229_000030.pdb,ens-6132.pdb,S_229_000030.pdb,-14.846
ens-6671.pdb,S_135_000064.pdb,ens-6671.pdb,S_135_000064.pdb,-4.844
ens-1577.pdb,S_141_000065.pdb,ens-1577.pdb,S_141_000065.pdb,-26.063
ens-6769.pdb,S_045_000030.pdb,ens-6769.pdb,S_045_000030.pdb,-24.717
ens-6823.pdb,S_061_000077.pdb,ens-6823.pdb,S_061_000077.pdb,-10.593
ens-843.pdb,S_110_000020.pdb,ens-843.pdb,S_110_000020.pdb,-19.317
ens-8624.pdb,S_007_000063.pdb,ens-8624.pdb,S_007_000063.pdb,-30.648
ens-1758.pdb,S_098_000052.pdb,ens-1758.pdb,S_098_000052.pdb,-19.328
ens-6521.pdb,S_265_000102.pdb,ens-6521.pdb,S_265_000102.pdb,-20.985
ens-895.pdb,S_189_000026.pdb,ens-895.pdb,S_189_000026.pdb,-11.444
ens-6785.pdb,S_176_000068.pdb,ens-6785.pdb,S_176_000068.pdb,-17.282
ens-876.pdb,S_234_000049.pdb,ens-876.pdb,S_234_000049.pdb,-19.424
ens-1356.pdb,S_008_000040.pdb,ens-1356.pdb,S_008_000040.pdb,-25.177
ens-855.pdb,S_063_000025.pdb,ens-855.pdb,S_063_000025.pdb,-9.642
ens-8182.pdb,S_363_000035.pdb,ens-8182.pdb,S_363_000035.pdb,-33.808
ens-5125.pdb,S_173_000072.pdb,ens-5125.pdb,S_173_000072.pdb,-22.988
ens-2665.pdb,S_186_000040.pdb,ens-2665.pdb,S_186_000040.pdb,-19.185
ens-9935.pdb,S_155_000028.pdb,ens-9935.pdb,S_155_000028.pdb,-22.602
ens-7016.pdb,S_332_000110.pdb,ens-7016.pdb,S_332_000110.pdb,-29.561
ens-2108.pdb,S_204_000114.pdb,ens-2108.pdb,S_204_000114.pdb,-10.792
ens-6722.pdb,S_310_000069.pdb,ens-6722.pdb,S_310_000069.pdb,-29.589
ens-7640.pdb,S_263_000072.pdb,ens-7640.pdb,S_263_000072.pdb,-27.544
ens-2174.pdb,S_015_000070.pdb,ens-2174.pdb,S_015_000070.pdb,-23.679
ens-934.pdb,S_161_000122.pdb,ens-934.pdb,S_161_000122.pdb,-19.599
ens-755.pdb,S_390_000061.pdb,ens-755.pdb,S_390_000061.pdb,-11.748
ens-8974.pdb,S_115_000088.pdb,ens-8974.pdb,S_115_000088.pdb,-15.391
ens-4782.pdb,S_022_000115.pdb,ens-4782.pdb,S_022_000115.pdb,-27.548
ens-2130.pdb,S_269_000069.pdb,ens-2130.pdb,S_269_000069.pdb,-15.546
ens-4366.pdb,S_263_000040.pdb,ens-4366.pdb,S_263_000040.pdb,-24.55
ens-9318.pdb,S_316_000106.pdb,ens-9318.pdb,S_316_000106.pdb,-27.148
ens-4249.pdb,S_052_000005.pdb,ens-4249.pdb,S_052_000005.pdb,-27.318
ens-8630.pdb,S_132_000055.pdb,ens-8630.pdb,S_132_000055.pdb,-15.676
ens-7590.pdb,S_391_000116.pdb,ens-7590.pdb,S_391_000116.pdb,-15.972
ens-4978.pdb,S_064_000065.pdb,ens-4978.pdb,S_064_000065.pdb,-16.421
ens-5714.pdb,S_328_000044.pdb,ens-5714.pdb,S_328_000044.pdb,-23.629
ens-5961.pdb,S_136_000007.pdb,ens-5961.pdb,S_136_000007.pdb,-20.145
ens-2193.pdb,S_213_000057.pdb,ens-2193.pdb,S_213_000057.pdb,-23.757
ens-1977.pdb,S_073_000045.pdb,ens-1977.pdb,S_073_000045.pdb,-27.358
ens-5332.pdb,S_154_000117.pdb,ens-5332.pdb,S_154_000117.pdb,-12.485
ens-3579.pdb,S_001_000125.pdb,ens-3579.pdb,S_001_000125.pdb,-24.399
ens-4500.pdb,S_099_000002.pdb,ens-4500.pdb,S_099_000002.pdb,-3.815
ens-6286.pdb,S_003_000117.pdb,ens-6286.pdb,S_003_000117.pdb,-28.349
ens-3246.pdb,S_114_000111.pdb,ens-3246.pdb,S_114_000111.pdb,-17.768
ens-9323.pdb,S_340_000066.pdb,ens-9323.pdb,S_340_000066.pdb,-29.631
ens-4424.pdb,S_130_000092.pdb,ens-4424.pdb,S_130_000092.pdb,-24.23
ens-6986.pdb,S_137_000056.pdb,ens-6986.pdb,S_137_000056.pdb,-25.601
ens-372.pdb,S_193_000051.pdb,ens-372.pdb,S_193_000051.pdb,-1.08
ens-1036.pdb,S_105_000069.pdb,ens-1036.pdb,S_105_000069.pdb,-23.884
ens-5844.pdb,S_123_000021.pdb,ens-5844.pdb,S_123_000021.pdb,-21.517
ens-6155.pdb,S_103_000122.pdb,ens-6155.pdb,S_103_000122.pdb,-28.952
ens-8999.pdb,S_286_000073.pdb,ens-8999.pdb,S_286_000073.pdb,-29.292
ens-6045.pdb,S_059_000047.pdb,ens-6045.pdb,S_059_000047.pdb,-13.428
ens-854.pdb,S_304_000061.pdb,ens-854.pdb,S_304_000061.pdb,-24.353
ens-5202.pdb,S_094_000024.pdb,ens-5202.pdb,S_094_000024.pdb,-21.421
ens-3820.pdb,S_207_000093.pdb,ens-3820.pdb,S_207_000093.pdb,-14.358
ens-1842.pdb,S_041_000030.pdb,ens-1842.pdb,S_041_000030.pdb,-26.349
ens-6358.pdb,S_263_000034.pdb,ens-6358.pdb,S_263_000034.pdb,-32.399
ens-7781.pdb,S_030_000097.pdb,ens-7781.pdb,S_030_000097.pdb,-29.912
ens-3751.pdb,S_035_000123.pdb,ens-3751.pdb,S_035_000123.pdb,-15.056
ens-7458.pdb,S_287_000008.pdb,ens-7458.pdb,S_287_000008.pdb,-16.63
ens-4893.pdb,S_377_000125.pdb,ens-4893.pdb,S_377_000125.pdb,-12.643
ens-2523.pdb,S_332_000025.pdb,ens-2523.pdb,S_332_000025.pdb,-23.273
ens-2384.pdb,S_126_000079.pdb,ens-2384.pdb,S_126_000079.pdb,-8.109
ens-4737.pdb,S_169_000007.pdb,ens-4737.pdb,S_169_000007.pdb,-17.492
ens-3590.pdb,S_131_000023.pdb,ens-3590.pdb,S_131_000023.pdb,-20.051
ens-7134.pdb,S_268_000067.pdb,ens-7134.pdb,S_268_000067.pdb,-18.557
ens-9777.pdb,S_297_000092.pdb,ens-9777.pdb,S_297_000092.pdb,-27.479
ens-4426.pdb,S_097_000036.pdb,ens-4426.pdb,S_097_000036.pdb,-20.791
ens-804.pdb,S_356_000063.pdb,ens-804.pdb,S_356_000063.pdb,-29.202
ens-536.pdb,S_378_000102.pdb,ens-536.pdb,S_378_000102.pdb,-22.12
ens-8874.pdb,S_353_000064.pdb,ens-8874.pdb,S_353_000064.pdb,-6.599
ens-4701.pdb,S_118_000010.pdb,ens-4701.pdb,S_118_000010.pdb,-24.391
ens-6200.pdb,S_304_000044.pdb,ens-6200.pdb,S_304_000044.pdb,-17.921
ens-5330.pdb,S_141_000042.pdb,ens-5330.pdb,S_141_000042.pdb,-21.101
ens-1994.pdb,S_013_000058.pdb,ens-1994.pdb,S_013_000058.pdb,-19.908
ens-5746.pdb,S_100_000029.pdb,ens-5746.pdb,S_100_000029.pdb,-21.404
ens-6654.pdb,S_047_000099.pdb,ens-6654.pdb,S_047_000099.pdb,-23.123
ens-4532.pdb,S_046_000065.pdb,ens-4532.pdb,S_046_000065.pdb,-16.762
ens-2842.pdb,S_030_000064.pdb,ens-2842.pdb,S_030_000064.pdb,-7.096
ens-9262.pdb,S_220_000117.pdb,ens-9262.pdb,S_220_000117.pdb,-16.963
ens-6544.pdb,S_028_000021.pdb,ens-6544.pdb,S_028_000021.pdb,-34.699
ens-9734.pdb,S_262_000073.pdb,ens-9734.pdb,S_262_000073.pdb,-17.46
ens-375.pdb,S_260_000042.pdb,ens-375.pdb,S_260_000042.pdb,-5.102
ens-870.pdb,S_038_000002.pdb,ens-870.pdb,S_038_000002.pdb,-16.808
ens-9181.pdb,S_134_000097.pdb,ens-9181.pdb,S_134_000097.pdb,-21.774
ens-6881.pdb,S_020_000009.pdb,ens-6881.pdb,S_020_000009.pdb,-27.819
ens-6249.pdb,S_052_000048.pdb,ens-6249.pdb,S_052_000048.pdb,-12.676
ens-418.pdb,S_136_000056.pdb,ens-418.pdb,S_136_000056.pdb,-25.383
ens-5366.pdb,S_123_000054.pdb,ens-5366.pdb,S_123_000054.pdb,-27.594
ens-6060.pdb,S_287_000072.pdb,ens-6060.pdb,S_287_000072.pdb,-13.794
ens-8569.pdb,S_050_000112.pdb,ens-8569.pdb,S_050_000112.pdb,-22.019
ens-6741.pdb,S_290_000039.pdb,ens-6741.pdb,S_290_000039.pdb,-10.37
ens-9508.pdb,S_074_000021.pdb,ens-9508.pdb,S_074_000021.pdb,-29.517
ens-1982.pdb,S_318_000089.pdb,ens-1982.pdb,S_318_000089.pdb,-19.976
ens-9929.pdb,S_106_000007.pdb,ens-9929.pdb,S_106_000007.pdb,-3.401
ens-2206.pdb,S_398_000017.pdb,ens-2206.pdb,S_398_000017.pdb,-28.372
ens-9570.pdb,S_219_000022.pdb,ens-9570.pdb,S_219_000022.pdb,-24.788
ens-6238.pdb,S_359_000003.pdb,ens-6238.pdb,S_359_000003.pdb,-23.227
ens-1186.pdb,S_202_000081.pdb,ens-1186.pdb,S_202_000081.pdb,-0.709
ens-1979.pdb,S_145_000006.pdb,ens-1979.pdb,S_145_000006.pdb,-23.151
ens-3134.pdb,S_380_000001.pdb,ens-3134.pdb,S_380_000001.pdb,-22.283
ens-8752.pdb,S_264_000092.pdb,ens-8752.pdb,S_264_000092.pdb,-0.338
ens-4726.pdb,S_122_000001.pdb,ens-4726.pdb,S_122_000001.pdb,-23.86
ens-8793.pdb,S_371_000102.pdb,ens-8793.pdb,S_371_000102.pdb,-2.72
ens-839.pdb,S_002_000087.pdb,ens-839.pdb,S_002_000087.pdb,-28.776
ens-9407.pdb,S_194_000116.pdb,ens-9407.pdb,S_194_000116.pdb,-16.755
ens-329.pdb,S_287_000060.pdb,ens-329.pdb,S_287_000060.pdb,-6.891
ens-9492.pdb,S_211_000091.pdb,ens-9492.pdb,S_211_000091.pdb,-28.732
ens-8138.pdb,S_267_000084.pdb,ens-8138.pdb,S_267_000084.pdb,-5.887
ens-3717.pdb,S_054_000003.pdb,ens-3717.pdb,S_054_000003.pdb,-5.73
ens-8984.pdb,S_297_000050.pdb,ens-8984.pdb,S_297_000050.pdb,-28.331
ens-7494.pdb,S_243_000096.pdb,ens-7494.pdb,S_243_000096.pdb,-15.447
ens-2198.pdb,S_374_000009.pdb,ens-2198.pdb,S_374_000009.pdb,-7.129
ens-2908.pdb,S_024_000061.pdb,ens-2908.pdb,S_024_000061.pdb,-16.862
ens-2442.pdb,S_343_000092.pdb,ens-2442.pdb,S_343_000092.pdb,-17.074
ens-781.pdb,S_155_000036.pdb,ens-781.pdb,S_155_000036.pdb,-14.236
ens-5352.pdb,S_345_000112.pdb,ens-5352.pdb,S_345_000112.pdb,-20.314
ens-1323.pdb,S_305_000031.pdb,ens-1323.pdb,S_305_000031.pdb,-2.337
ens-4915.pdb,S_050_000027.pdb,ens-4915.pdb,S_050_000027.pdb,-20.935
ens-513.pdb,S_337_000026.pdb,ens-513.pdb,S_337_000026.pdb,-25.634
ens-766.pdb,S_118_000116.pdb,ens-766.pdb,S_118_000116.pdb,-19.031
ens-2289.pdb,S_021_000002.pdb,ens-2289.pdb,S_021_000002.pdb,-18.784
ens-2472.pdb,S_386_000002.pdb,ens-2472.pdb,S_386_000002.pdb,-22.13
ens-1192.pdb,S_054_000035.pdb,ens-1192.pdb,S_054_000035.pdb,-11.951
ens-450.pdb,S_309_000064.pdb,ens-450.pdb,S_309_000064.pdb,-10.155
ens-6759.pdb,S_277_000109.pdb,ens-6759.pdb,S_277_000109.pdb,-17.161
ens-246.pdb,S_193_000037.pdb,ens-246.pdb,S_193_000037.pdb,-24.669
ens-2213.pdb,S_152_000090.pdb,ens-2213.pdb,S_152_000090.pdb,-25.964
ens-5674.pdb,S_225_000018.pdb,ens-5674.pdb,S_225_000018.pdb,-26.791
ens-2858.pdb,S_125_000063.pdb,ens-2858.pdb,S_125_000063.pdb,-26.358
ens-6241.pdb,S_187_000014.pdb,ens-6241.pdb,S_187_000014.pdb,-23.822
ens-4876.pdb,S_085_000083.pdb,ens-4876.pdb,S_085_000083.pdb,-29.271
ens-6999.pdb,S_102_000070.pdb,ens-6999.pdb,S_102_000070.pdb,-11.017
ens-6619.pdb,S_184_000065.pdb,ens-6619.pdb,S_184_000065.pdb,-13.816
ens-6391.pdb,S_117_000013.pdb,ens-6391.pdb,S_117_000013.pdb,-16.463
ens-9205.pdb,S_325_000093.pdb,ens-9205.pdb,S_325_000093.pdb,-20.386
ens-4945.pdb,S_133_000098.pdb,ens-4945.pdb,S_133_000098.pdb,-2.05
ens-3100.pdb,S_268_000124.pdb,ens-3100.pdb,S_268_000124.pdb,-18.297
ens-2687.pdb,S_288_000019.pdb,ens-2687.pdb,S_288_000019.pdb,-10.966
ens-8758.pdb,S_026_000045.pdb,ens-8758.pdb,S_026_000045.pdb,-14.099
ens-1198.pdb,S_357_000047.pdb,ens-1198.pdb,S_357_000047.pdb,-20.393
ens-4812.pdb,S_232_000028.pdb,ens-4812.pdb,S_232_000028.pdb,-19.736
ens-7423.pdb,S_074_000088.pdb,ens-7423.pdb,S_074_000088.pdb,-17.663
ens-3548.pdb,S_398_000076.pdb,ens-3548.pdb,S_398_000076.pdb,-12.653
ens-2299.pdb,S_348_000124.pdb,ens-2299.pdb,S_348_000124.pdb,-33.437
ens-4444.pdb,S_300_000070.pdb,ens-4444.pdb,S_300_000070.pdb,-14.943
ens-8743.pdb,S_037_000016.pdb,ens-8743.pdb,S_037_000016.pdb,-18.076
ens-9143.pdb,S_302_000045.pdb,ens-9143.pdb,S_302_000045.pdb,-22.822
ens-8430.pdb,S_195_000109.pdb,ens-8430.pdb,S_195_000109.pdb,-19.769
ens-5019.pdb,S_052_000114.pdb,ens-5019.pdb,S_052_000114.pdb,-10.516
ens-2164.pdb,S_293_000038.pdb,ens-2164.pdb,S_293_000038.pdb,-20.071
ens-6661.pdb,S_191_000032.pdb,ens-6661.pdb,S_191_000032.pdb,-18.333
ens-6540.pdb,S_276_000054.pdb,ens-6540.pdb,S_276_000054.pdb,-1.684
ens-1153.pdb,S_286_000077.pdb,ens-1153.pdb,S_286_000077.pdb,-21.721
ens-9074.pdb,S_298_000002.pdb,ens-9074.pdb,S_298_000002.pdb,-22.106
ens-8661.pdb,S_390_000039.pdb,ens-8661.pdb,S_390_000039.pdb,-25.131
ens-2266.pdb,S_395_000011.pdb,ens-2266.pdb,S_395_000011.pdb,-19.07
ens-4970.pdb,S_193_000117.pdb,ens-4970.pdb,S_193_000117.pdb,-25.581
ens-7064.pdb,S_221_000066.pdb,ens-7064.pdb,S_221_000066.pdb,-11.705
ens-205.pdb,S_175_000078.pdb,ens-205.pdb,S_175_000078.pdb,-27.354
ens-4417.pdb,S_278_000061.pdb,ens-4417.pdb,S_278_000061.pdb,-28.11
ens-8279.pdb,S_096_000012.pdb,ens-8279.pdb,S_096_000012.pdb,-22.221
ens-7594.pdb,S_012_000058.pdb,ens-7594.pdb,S_012_000058.pdb,-31.225
ens-2841.pdb,S_330_000092.pdb,ens-2841.pdb,S_330_000092.pdb,-20.056
ens-5308.pdb,S_319_000007.pdb,ens-5308.pdb,S_319_000007.pdb,-16.785
ens-5573.pdb,S_146_000017.pdb,ens-5573.pdb,S_146_000017.pdb,-28.374
ens-1578.pdb,S_377_000105.pdb,ens-1578.pdb,S_377_000105.pdb,-13.187
ens-2734.pdb,S_371_000053.pdb,ens-2734.pdb,S_371_000053.pdb,-22.64
ens-974.pdb,S_084_000078.pdb,ens-974.pdb,S_084_000078.pdb,-23.646
ens-3737.pdb,S_125_000106.pdb,ens-3737.pdb,S_125_000106.pdb,-28.077
ens-6287.pdb,S_326_000039.pdb,ens-6287.pdb,S_326_000039.pdb,-32.071
ens-8980.pdb,S_031_000049.pdb,ens-8980.pdb,S_031_000049.pdb,-28.226
ens-5207.pdb,S_076_000064.pdb,ens-5207.pdb,S_076_000064.pdb,-26.535
ens-4756.pdb,S_241_000070.pdb,ens-4756.pdb,S_241_000070.pdb,-27.847
ens-5913.pdb,S_233_000121.pdb,ens-5913.pdb,S_233_000121.pdb,-18.633
ens-8258.pdb,S_081_000064.pdb,ens-8258.pdb,S_081_000064.pdb,-15.31
ens-1740.pdb,S_185_000013.pdb,ens-1740.pdb,S_185_000013.pdb,-8.188
ens-2012.pdb,S_035_000073.pdb,ens-2012.pdb,S_035_000073.pdb,-26.298
ens-1381.pdb,S_341_000102.pdb,ens-1381.pdb,S_341_000102.pdb,-27.061
ens-1969.pdb,S_116_000008.pdb,ens-1969.pdb,S_116_000008.pdb,-24.015
ens-1679.pdb,S_342_000078.pdb,ens-1679.pdb,S_342_000078.pdb,-29.676
ens-3837.pdb,S_339_000045.pdb,ens-3837.pdb,S_339_000045.pdb,-18.167
ens-6264.pdb,S_266_000120.pdb,ens-6264.pdb,S_266_000120.pdb,-22.889
ens-7037.pdb,S_148_000008.pdb,ens-7037.pdb,S_148_000008.pdb,-31.556
ens-2288.pdb,S_128_000087.pdb,ens-2288.pdb,S_128_000087.pdb,-18.523
ens-9047.pdb,S_178_000030.pdb,ens-9047.pdb,S_178_000030.pdb,-11.901
ens-7039.pdb,S_026_000048.pdb,ens-7039.pdb,S_026_000048.pdb,-16.147
ens-1259.pdb,S_313_000085.pdb,ens-1259.pdb,S_313_000085.pdb,-3.67
ens-9851.pdb,S_181_000089.pdb,ens-9851.pdb,S_181_000089.pdb,-9.235
ens-9717.pdb,S_200_000121.pdb,ens-9717.pdb,S_200_000121.pdb,-7.149
ens-2977.pdb,S_055_000074.pdb,ens-2977.pdb,S_055_000074.pdb,-30.608
ens-350.pdb,S_226_000072.pdb,ens-350.pdb,S_226_000072.pdb,-16.087
ens-4627.pdb,S_157_000096.pdb,ens-4627.pdb,S_157_000096.pdb,-22.335
ens-7321.pdb,S_317_000081.pdb,ens-7321.pdb,S_317_000081.pdb,-13.393
ens-9597.pdb,S_302_000061.pdb,ens-9597.pdb,S_302_000061.pdb,-21.075
ens-9742.pdb,S_212_000024.pdb,ens-9742.pdb,S_212_000024.pdb,-17.888
ens-9861.pdb,S_373_000119.pdb,ens-9861.pdb,S_373_000119.pdb,-21.952
ens-5701.pdb,S_034_000099.pdb,ens-5701.pdb,S_034_000099.pdb,-20.03
ens-4134.pdb,S_302_000035.pdb,ens-4134.pdb,S_302_000035.pdb,-13.986
ens-9647.pdb,S_054_000070.pdb,ens-9647.pdb,S_054_000070.pdb,-3.55
ens-8765.pdb,S_071_000024.pdb,ens-8765.pdb,S_071_000024.pdb,-8.801
ens-1244.pdb,S_321_000112.pdb,ens-1244.pdb,S_321_000112.pdb,-10.903
ens-3297.pdb,S_127_000054.pdb,ens-3297.pdb,S_127_000054.pdb,-26.594
ens-3483.pdb,S_269_000007.pdb,ens-3483.pdb,S_269_000007.pdb,-13.085
ens-6699.pdb,S_135_000060.pdb,ens-6699.pdb,S_135_000060.pdb,-29.222
ens-9480.pdb,S_076_000022.pdb,ens-9480.pdb,S_076_000022.pdb,-8.974
ens-7044.pdb,S_400_000059.pdb,ens-7044.pdb,S_400_000059.pdb,-22.04
ens-9355.pdb,S_090_000022.pdb,ens-9355.pdb,S_090_000022.pdb,-25.795
ens-1393.pdb,S_340_000012.pdb,ens-1393.pdb,S_340_000012.pdb,-22.968
ens-7992.pdb,S_363_000101.pdb,ens-7992.pdb,S_363_000101.pdb,-18.468
ens-3967.pdb,S_178_000041.pdb,ens-3967.pdb,S_178_000041.pdb,-2.233
ens-1021.pdb,S_134_000120.pdb,ens-1021.pdb,S_134_000120.pdb,-30.336
ens-4650.pdb,S_121_000050.pdb,ens-4650.pdb,S_121_000050.pdb,-24.443
ens-6208.pdb,S_103_000019.pdb,ens-6208.pdb,S_103_000019.pdb,-20.677
ens-7451.pdb,S_099_000114.pdb,ens-7451.pdb,S_099_000114.pdb,-16.098
ens-4955.pdb,S_262_000040.pdb,ens-4955.pdb,S_262_000040.pdb,-22.995
ens-3229.pdb,S_325_000036.pdb,ens-3229.pdb,S_325_000036.pdb,-23.191
ens-9878.pdb,S_227_000010.pdb,ens-9878.pdb,S_227_000010.pdb,-17.02
ens-6906.pdb,S_275_000003.pdb,ens-6906.pdb,S_275_000003.pdb,-19.007
ens-8014.pdb,S_334_000066.pdb,ens-8014.pdb,S_334_000066.pdb,-7.684
ens-1867.pdb,S_108_000022.pdb,ens-1867.pdb,S_108_000022.pdb,-30.437
ens-915.pdb,S_092_000066.pdb,ens-915.pdb,S_092_000066.pdb,-25.429
ens-6818.pdb,S_107_000002.pdb,ens-6818.pdb,S_107_000002.pdb,-24.252
ens-689.pdb,S_137_000085.pdb,ens-689.pdb,S_137_000085.pdb,-3.668
ens-1803.pdb,S_345_000076.pdb,ens-1803.pdb,S_345_000076.pdb,-24.534
ens-8402.pdb,S_048_000077.pdb,ens-8402.pdb,S_048_000077.pdb,-23.498
ens-37.pdb,S_047_000052.pdb,ens-37.pdb,S_047_000052.pdb,-21.895
ens-5374.pdb,S_121_000103.pdb,ens-5374.pdb,S_121_000103.pdb,-38.456
ens-9744.pdb,S_322_000109.pdb,ens-9744.pdb,S_322_000109.pdb,-27.611
ens-7947.pdb,S_158_000094.pdb,ens-7947.pdb,S_158_000094.pdb,-24.661
